job_execution_id, metric_name, unique_code, actual_value, data_time, create_time, update_time 
 1667836430825, column_duplicate, AGUYMGN68CPAXUCNA9+NN4/ZHAUHPMI4H6HYBFS4KFC=, 106, 2022-11-07 23:53:50, 2022-11-07 23:53:50, 2022-11-07 23:53:50
