menu_id@@long_type
实体细节
工作流列表
工作流细节
待触发工作流
执行历史
数据开发
数据指标
数据检索
数据稽查
数据管理
模板列表
用户管理
用户组管理
系统日志
系统管理
菜单管理
角色管理
调度列表
资源管理
连接列表
项目作业
项目列表
项目管理
name@@string_type
hiveuser列表
sql监控
任务调度
参数管理
实体细节
工作流列表
工作流细节
待触发工作流
执行历史
数据开发
数据指标
数据检索
数据稽查
数据管理
模板列表
用户管理
用户组管理
系统日志
系统管理
菜单管理
角色管理
调度列表
资源管理
连接列表
项目作业
项目列表
项目管理
name@@string_type
hiveuser列表
sql监控
任务调度
参数管理
实体细节
工作流列表
工作流细节
待触发工作流
执行历史
数据开发
数据指标
数据检索
数据稽查
数据管理
模板列表
用户管理
用户组管理
系统日志
系统管理
菜单管理
角色管理
调度列表
资源管理
连接列表
项目作业
项目列表
项目管理
url@@string_type
http://localhost:8080/cocc-admin/druid/sql.html
metadata/entities
metadata/entity-detail
scheduler/db-connections
scheduler/flow-detail
scheduler/flows
scheduler/hive-users
scheduler/job-executions
scheduler/job-schedules
scheduler/job-triggers
scheduler/project-flows
scheduler/projects
scheduler/templates
sys/config
sys/group
sys/log
sys/menu
sys/role
sys/user
url@@string_type
http://localhost:8080/cocc-admin/druid/sql.html
metadata/entities
metadata/entity-detail
scheduler/db-connections
scheduler/flow-detail
scheduler/flows
scheduler/hive-users
scheduler/job-executions
scheduler/job-schedules
scheduler/job-triggers
scheduler/project-flows
scheduler/projects
scheduler/templates
sys/config
sys/group
sys/log
sys/menu
sys/role
sys/user
url@@string_type
http://localhost:8080/cocc-admin/druid/sql.html
metadata/entities
metadata/entity-detail
scheduler/db-connections
scheduler/flow-detail
scheduler/flows
scheduler/hive-users
scheduler/job-executions
scheduler/job-schedules
scheduler/job-triggers
scheduler/project-flows
scheduler/projects
scheduler/templates
sys/config
sys/group
sys/log
sys/menu
sys/role
sys/user
url@@string_type
http://localhost:8080/cocc-admin/druid/sql.html
metadata/entities
metadata/entity-detail
scheduler/db-connections
scheduler/flow-detail
scheduler/flows
scheduler/hive-users
scheduler/job-executions
scheduler/job-schedules
scheduler/job-triggers
scheduler/project-flows
scheduler/projects
scheduler/templates
sys/config
sys/group
sys/log
sys/menu
sys/role
sys/user
url@@string_type
http://localhost:8080/cocc-admin/druid/sql.html
metadata/entities
metadata/entity-detail
scheduler/db-connections
scheduler/flow-detail
scheduler/flows
scheduler/hive-users
scheduler/job-executions
scheduler/job-schedules
scheduler/job-triggers
scheduler/project-flows
scheduler/projects
scheduler/templates
sys/config
sys/group
sys/log
sys/menu
sys/role
sys/user
url@@string_type
http://localhost:8080/cocc-admin/druid/sql.html
metadata/entities
metadata/entity-detail
scheduler/db-connections
scheduler/flow-detail
scheduler/flows
scheduler/hive-users
scheduler/job-executions
scheduler/job-schedules
scheduler/job-triggers
scheduler/project-flows
scheduler/projects
scheduler/templates
sys/config
sys/group
sys/log
sys/menu
sys/role
sys/user
url@@string_type
http://localhost:8080/cocc-admin/druid/sql.html
metadata/entities
metadata/entity-detail
scheduler/db-connections
scheduler/flow-detail
scheduler/flows
scheduler/hive-users
scheduler/job-executions
scheduler/job-schedules
scheduler/job-triggers
scheduler/project-flows
scheduler/projects
scheduler/templates
sys/config
sys/group
sys/log
sys/menu
sys/role
sys/user
url@@string_type
http://localhost:8080/cocc-admin/druid/sql.html
metadata/entities
metadata/entity-detail
scheduler/db-connections
scheduler/flow-detail
scheduler/flows
scheduler/hive-users
scheduler/job-executions
scheduler/job-schedules
scheduler/job-triggers
scheduler/project-flows
scheduler/projects
scheduler/templates
sys/config
sys/group
sys/log
sys/menu
sys/role
sys/user
url@@string_type
http://localhost:8080/cocc-admin/druid/sql.html
metadata/entities
metadata/entity-detail
scheduler/db-connections
scheduler/flow-detail
scheduler/flows
scheduler/hive-users
scheduler/job-executions
scheduler/job-schedules
scheduler/job-triggers
scheduler/project-flows
scheduler/projects
scheduler/templates
sys/config
sys/group
sys/log
sys/menu
sys/role
sys/user
perms@@string_type
sys:config:list,sys:config:info,sys:config:save,sys:config:update,sys:config:delete
sys:group:delete
sys:group:list,sys:group:info
sys:group:save,sys:group:select
sys:group:update,sys:group:select
sys:log:list
sys:menu:delete
sys:menu:list,sys:menu:info
sys:menu:save,sys:menu:select
sys:menu:update,sys:menu:select
sys:role:delete
sys:role:list,sys:role:info
sys:role:save,sys:menu:list
sys:role:update,sys:menu:list
sys:user:delete
sys:user:list,sys:user:info
sys:user:save,sys:role:select
sys:user:update,sys:role:select
perms@@string_type
sys:config:list,sys:config:info,sys:config:save,sys:config:update,sys:config:delete
sys:group:delete
sys:group:list,sys:group:info
sys:group:save,sys:group:select
sys:group:update,sys:group:select
sys:log:list
sys:menu:delete
sys:menu:list,sys:menu:info
sys:menu:save,sys:menu:select
sys:menu:update,sys:menu:select
sys:role:delete
sys:role:list,sys:role:info
sys:role:save,sys:menu:list
sys:role:update,sys:menu:list
sys:user:delete
sys:user:list,sys:user:info
sys:user:save,sys:role:select
sys:user:update,sys:role:select
perms@@string_type
sys:config:list,sys:config:info,sys:config:save,sys:config:update,sys:config:delete
sys:group:delete
sys:group:list,sys:group:info
sys:group:save,sys:group:select
sys:group:update,sys:group:select
sys:log:list
sys:menu:delete
sys:menu:list,sys:menu:info
sys:menu:save,sys:menu:select
sys:menu:update,sys:menu:select
sys:role:delete
sys:role:list,sys:role:info
sys:role:save,sys:menu:list
sys:role:update,sys:menu:list
sys:user:delete
sys:user:list,sys:user:info
sys:user:save,sys:role:select
sys:user:update,sys:role:select
perms@@string_type
sys:config:list,sys:config:info,sys:config:save,sys:config:update,sys:config:delete
sys:group:delete
sys:group:list,sys:group:info
sys:group:save,sys:group:select
sys:group:update,sys:group:select
sys:log:list
sys:menu:delete
sys:menu:list,sys:menu:info
sys:menu:save,sys:menu:select
sys:menu:update,sys:menu:select
sys:role:delete
sys:role:list,sys:role:info
sys:role:save,sys:menu:list
sys:role:update,sys:menu:list
sys:user:delete
sys:user:list,sys:user:info
sys:user:save,sys:role:select
sys:user:update,sys:role:select
perms@@string_type
sys:config:list,sys:config:info,sys:config:save,sys:config:update,sys:config:delete
sys:group:delete
sys:group:list,sys:group:info
sys:group:save,sys:group:select
sys:group:update,sys:group:select
sys:log:list
sys:menu:delete
sys:menu:list,sys:menu:info
sys:menu:save,sys:menu:select
sys:menu:update,sys:menu:select
sys:role:delete
sys:role:list,sys:role:info
sys:role:save,sys:menu:list
sys:role:update,sys:menu:list
sys:user:delete
sys:user:list,sys:user:info
sys:user:save,sys:role:select
sys:user:update,sys:role:select
perms@@string_type
sys:config:list,sys:config:info,sys:config:save,sys:config:update,sys:config:delete
sys:group:delete
sys:group:list,sys:group:info
sys:group:save,sys:group:select
sys:group:update,sys:group:select
sys:log:list
sys:menu:delete
sys:menu:list,sys:menu:info
sys:menu:save,sys:menu:select
sys:menu:update,sys:menu:select
sys:role:delete
sys:role:list,sys:role:info
sys:role:save,sys:menu:list
sys:role:update,sys:menu:list
sys:user:delete
sys:user:list,sys:user:info
sys:user:save,sys:role:select
sys:user:update,sys:role:select
perms@@string_type
sys:config:list,sys:config:info,sys:config:save,sys:config:update,sys:config:delete
sys:group:delete
sys:group:list,sys:group:info
sys:group:save,sys:group:select
sys:group:update,sys:group:select
sys:log:list
sys:menu:delete
sys:menu:list,sys:menu:info
sys:menu:save,sys:menu:select
sys:menu:update,sys:menu:select
sys:role:delete
sys:role:list,sys:role:info
sys:role:save,sys:menu:list
sys:role:update,sys:menu:list
sys:user:delete
sys:user:list,sys:user:info
sys:user:save,sys:role:select
sys:user:update,sys:role:select
perms@@string_type
sys:config:list,sys:config:info,sys:config:save,sys:config:update,sys:config:delete
sys:group:delete
sys:group:list,sys:group:info
sys:group:save,sys:group:select
sys:group:update,sys:group:select
sys:log:list
sys:menu:delete
sys:menu:list,sys:menu:info
sys:menu:save,sys:menu:select
sys:menu:update,sys:menu:select
sys:role:delete
sys:role:list,sys:role:info
sys:role:save,sys:menu:list
sys:role:update,sys:menu:list
sys:user:delete
sys:user:list,sys:user:info
sys:user:save,sys:role:select
sys:user:update,sys:role:select
perms@@string_type
sys:config:list,sys:config:info,sys:config:save,sys:config:update,sys:config:delete
sys:group:delete
sys:group:list,sys:group:info
sys:group:save,sys:group:select
sys:group:update,sys:group:select
sys:log:list
sys:menu:delete
sys:menu:list,sys:menu:info
sys:menu:save,sys:menu:select
sys:menu:update,sys:menu:select
sys:role:delete
sys:role:list,sys:role:info
sys:role:save,sys:menu:list
sys:role:update,sys:menu:list
sys:user:delete
sys:user:list,sys:user:info
sys:user:save,sys:role:select
sys:user:update,sys:role:select
icon@@string_type
config
mudedi
role
sousuo
sql
system
icon@@string_type
config
mudedi
role
sousuo
sql
system
icon@@string_type
config
mudedi
role
sousuo
sql
system
icon@@string_type
config
mudedi
role
sousuo
sql
system
icon@@string_type
config
mudedi
role
sousuo
sql
system
icon@@string_type
config
mudedi
role
sousuo
sql
system
icon@@string_type
config
mudedi
role
sousuo
sql
system
icon@@string_type
config
mudedi
role
sousuo
sql
system
icon@@string_type
config
mudedi
role
sousuo
sql
system
order_num@@int_type
4
6
8
order_num@@int_type
4
6
8
order_num@@int_type
4
6
8
order_num@@int_type
4
6
8
order_num@@int_type
4
6
8
order_num@@int_type
4
6
8
order_num@@int_type
4
6
8
order_num@@int_type
4
6
8
order_num@@int_type
4
6
8
