menu_id@@long_type
1
2
3
4
5
15
16
17
18
19
20
21
22
23
24
25
26
27
29
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
menu_id@@long_type
1
2
3
4
5
15
16
17
18
19
20
21
22
23
24
25
26
27
29
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
menu_id@@long_type
1
2
3
4
5
15
16
17
18
19
20
21
22
23
24
25
26
27
29
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
menu_id@@long_type
1
2
3
4
5
15
16
17
18
19
20
21
22
23
24
25
26
27
29
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
menu_id@@long_type
1
2
3
4
5
15
16
17
18
19
20
21
22
23
24
25
26
27
29
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
menu_id@@long_type
1
2
3
4
5
15
16
17
18
19
20
21
22
23
24
25
26
27
29
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
menu_id@@long_type
1
2
3
4
5
15
16
17
18
19
20
21
22
23
24
25
26
27
29
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
menu_id@@long_type
1
2
3
4
5
15
16
17
18
19
20
21
22
23
24
25
26
27
29
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
menu_id@@long_type
1
2
3
4
5
15
16
17
18
19
20
21
22
23
24
25
26
27
29
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
name@@string_type
hiveuser列表
sql监控
任务调度
参数管理
实体细节
工作流列表
工作流细节
待触发工作流
执行历史
数据开发
数据指标
数据检索
数据稽查
数据管理
模板列表
用户管理
用户组管理
系统日志
系统管理
菜单管理
角色管理
调度列表
资源管理
连接列表
项目作业
项目列表
项目管理
name@@string_type
hiveuser列表
sql监控
任务调度
参数管理
实体细节
工作流列表
工作流细节
待触发工作流
执行历史
数据开发
数据指标
数据检索
数据稽查
数据管理
模板列表
用户管理
用户组管理
系统日志
系统管理
菜单管理
角色管理
调度列表
资源管理
连接列表
项目作业
项目列表
项目管理
name@@string_type
hiveuser列表
sql监控
任务调度
参数管理
实体细节
工作流列表
工作流细节
待触发工作流
执行历史
数据开发
数据指标
数据检索
数据稽查
数据管理
模板列表
用户管理
用户组管理
系统日志
系统管理
菜单管理
角色管理
调度列表
资源管理
连接列表
项目作业
项目列表
项目管理
name@@string_type
hiveuser列表
sql监控
任务调度
参数管理
实体细节
工作流列表
工作流细节
待触发工作流
执行历史
数据开发
数据指标
数据检索
数据稽查
数据管理
模板列表
用户管理
用户组管理
系统日志
系统管理
菜单管理
角色管理
调度列表
资源管理
连接列表
项目作业
项目列表
项目管理
name@@string_type
hiveuser列表
sql监控
任务调度
参数管理
实体细节
工作流列表
工作流细节
待触发工作流
执行历史
数据开发
数据指标
数据检索
数据稽查
数据管理
模板列表
用户管理
用户组管理
系统日志
系统管理
菜单管理
角色管理
调度列表
资源管理
连接列表
项目作业
项目列表
项目管理
name@@string_type
hiveuser列表
sql监控
任务调度
参数管理
实体细节
工作流列表
工作流细节
待触发工作流
执行历史
数据开发
数据指标
数据检索
数据稽查
数据管理
模板列表
用户管理
用户组管理
系统日志
系统管理
菜单管理
角色管理
调度列表
资源管理
连接列表
项目作业
项目列表
项目管理
name@@string_type
hiveuser列表
sql监控
任务调度
参数管理
